Occupation,Workforce,Monthly Wage,lastPeriod,diferencia,diferencia_2,Salario_Variables,volumen,pareja,categoria_persona,categoria_pareja
"Supervisores en la Preparación y Servicio de Alimentos y Bebidas, Así como en Servicios de Esparcimiento y de Hotelería",1640,5875.66,9163.71,-3288.05,1.56,9163.71,15028484.399999999,15578.31,F1,E
Cocineros,10647,5763.5,4925.51,837.99,0.85,5763.5,61363984.5,9797.95,F,F1
"Fonderos, Vendedores y Comerciantes de Comida",15056,6841.91,7353.01,-511.1,1.07,7353.01,110706918.56,12500.12,F,E
Cocineros Domésticos,162,4837.5,5030.11,-192.61,1.04,5030.11,814877.82,8551.19,F,F1
"Taqueros y Preparadores de Comida Rápida, Antojitos, Pizzas, Hot Dogs, Jugos, Café, Etcétera",35072,4605.2,5511.58,-906.38,1.2,5511.58,193302133.76,9369.69,F,F1
Cantineros,1462,7496.32,3804.36,3691.96,0.51,7496.32,10959619.84,12743.74,F,E
Meseros,10655,2717.21,4284.24,-1567.03,1.58,4284.24,45648577.199999996,7283.21,G,F
Supervisores y Encargados de Trabajadores en Cuidados Personales y del Hogar,805,347.2,0.0,347.2,0.0,347.2,279496.0,590.24,G,G
"Peluqueros, Barberos, Estilistas y Peinadores",6871,4427.86,5432.9,-1005.04,1.23,5432.9,37329455.9,9235.93,F,F1
"Maquillistas, Manicuristas, Pedicuristas y Tatuadores",6166,4291.28,5249.09,-957.81,1.22,5249.09,32365888.94,8923.45,F,F1
"Cuidadores de Niños, Personas con Discapacidad y Ancianos en Establecimientos",133,0.0,1335.89,-1335.89,0.0,1335.89,177673.37000000002,2271.01,G,G
"Cuidadores de Niños, Personas con Discapacidad y Ancianos en Casas Particulares",3724,4895.9,4744.33,151.57,0.97,4895.9,18232331.599999998,8323.03,G,F1
Azafatas y Sobrecargos,327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jardineros en Establecimientos,675,1952.59,8600.0,-6647.41,4.4,8600.0,5805000.0,14620.0,F1,E
Jardineros en Casas Particulares,1125,4166.56,6638.22,-2471.66,1.59,6638.22,7467997.5,11284.97,F,F1
"Astrólogos, Adivinadores y Afines",234,22500.0,0.0,22500.0,0.0,22500.0,5265000.0,38250.0,D,C1
Trabajadores Dedicados a la Prostitución,403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Entrenadores de Animales y Ocupaciones Relacionadas con el Cuidado de Mascotas,1006,4371.81,1577.98,2793.83,0.36,4371.81,4398040.86,7432.08,G,F
Supervisores en Servicios de Protección y Vigilancia,592,0.0,5600.0,-5600.0,0.0,5600.0,3315200.0,9520.0,F,F1
Policías y Agentes de Tránsito,7577,6046.32,6954.24,-907.92,1.15,6954.24,52692276.48,11822.21,F,F1
Vigilantes y Guardias en Establecimientos,18346,5304.9,5810.07,-505.17,1.1,5810.07,106591544.22,9877.12,F,F1
Vigilantes y Porteros en Casas Particulares,58,12900.0,1352.08,11547.92,0.1,12900.0,748200.0,21930.0,E,D
Supervisores de las Fuerzas Armadas,47,0.0,30000.0,-30000.0,0.0,30000.0,1410000.0,51000.0,C,A
Trabajadores de la Fuerza Armada Aérea,52,30000.0,16000.0,14000.0,0.53,30000.0,1560000.0,51000.0,C,A
Trabajadores de la Fuerza Armada Terrestre,382,11057.59,0.0,11057.59,0.0,11057.59,4223999.38,18797.9,F1,E1
Trabajadores en el Cultivo de Maíz Y/O Frijol,49186,2306.88,1506.28,800.6,0.65,2306.88,113466199.68,3921.7,G,G
Trabajadores en el Cultivo de Hortalizas y Verduras,6007,3640.53,5276.61,-1636.08,1.45,5276.61,31696596.27,8970.24,F,F1
"Trabajadores en el Cultivo de Café, Cacao y Tabaco",477,1667.0,0.0,1667.0,0.0,1667.0,795159.0,2833.9,G,G
Trabajadores en el Cultivo de Frutales,1761,3995.74,5412.58,-1416.84,1.35,5412.58,9531553.379999999,9201.39,F,F1
Trabajadores en el Cultivo de Flores,604,0.0,8279.33,-8279.33,0.0,8279.33,5000715.32,14074.86,F1,E
Trabajadores en otros Cultivos Agrícolas,10506,3348.98,2295.34,1053.64,0.69,3348.98,35184383.88,5693.27,G,F
Trabajadores en la Cría de Ganado Bovino,10307,3987.66,3571.03,416.63,0.9,3987.66,41100811.62,6779.02,G,F
Trabajadores en la Cría de Porcinos,3144,875.54,3061.2,-2185.66,3.5,3061.2,9624412.799999999,5204.04,G,F
Trabajadores en la Cría Avícola,3447,11515.18,113.06,11402.12,0.01,11515.18,39692825.46,19575.81,F1,E1
Trabajadores en la Cría de Caprinos y Ovinos,15695,1387.23,1273.6,113.63,0.92,1387.23,21772574.85,2358.29,G,G
Trabajadores en la Apicultura,1794,1389.0,3347.7,-1958.7,2.41,3347.7,6005773.8,5691.09,G,F
Trabajadores en Actividades de Beneficio de Productos Pecuarios,172,10000.0,0.0,10000.0,0.0,10000.0,1720000.0,17000.0,F1,E1
Trabajadores que Combinan Actividades Agrícolas con Ganaderas,7611,327.69,1390.9,-1063.21,4.24,1390.9,10586139.9,2364.53,G,G
"Supervisores, Encargados y Capataces de Trabajadores en Actividades Pesqueras, Acuícolas, Forestales, Caza y Similares",162,10298.77,0.0,10298.77,0.0,10298.77,1668400.74,17507.91,F1,E1
Trabajadores en Actividades Pesqueras,314,2580.0,0.0,2580.0,0.0,2580.0,810120.0,4386.0,G,G
Trabajadores en Viveros e Invernaderos,1420,2648.44,8703.84,-6055.4,3.29,8703.84,12359452.8,14796.53,F1,E
Cortadores de Leña,180,3225.0,3440.0,-215.0,1.07,3440.0,619200.0,5848.0,G,F
"Supervisores de Trabajadores en la Extracción, Albañiles y en Acabados de la Construcción",3260,11747.73,7232.44,4515.29,0.62,11747.73,38297599.8,19971.14,F1,E1
Mineros y Trabajadores en la Extracción en Minas de Minerales Metálicos,73,6000.0,28075.03,-22075.03,4.68,28075.03,2049477.19,47727.55,D1,B1
"Trabajadores en la Extracción de Cantera, Arcilla, Arena, Piedra y Grava",1102,0.0,8294.72,-8294.72,0.0,8294.72,9140781.44,14101.02,F1,E
"Albañiles, Mamposteros y Afines",45334,8623.24,7408.17,1215.07,0.86,8623.24,390925962.15999997,14659.51,F1,E
"Techadores (Colocadores de Palapas, Etcétera)",201,7000.0,5160.0,1840.0,0.74,7000.0,1407000.0,11900.0,F,F1
"Yeseros, Escayolistas y otros Recubridores de Techos y Paredes",839,8912.63,860.0,8052.63,0.1,8912.63,7477696.569999999,15151.47,F1,E
"Instaladores de Pisos, Azulejos, Mosaicos y Baldosas",79,8600.0,9850.86,-1250.86,1.15,9850.86,778217.9400000001,16746.46,F1,E1
"Instaladores de Material Aislante, de Impermeabilización, Vidrio y otros Materiales",315,5510.83,5577.35,-66.52,1.01,5577.35,1756865.25,9481.5,F,F1
"Plomeros, Fontaneros e Instaladores de Tubería",2807,10280.38,2749.37,7531.01,0.27,10280.38,28857026.659999996,17476.65,F1,E1
Pintores de Brocha Gorda,3071,6531.88,6302.44,229.44,0.96,6531.88,20059403.48,11104.2,F,F1
"Moldeadores, Torneros y Troqueladores",245,8600.0,7947.34,652.66,0.92,8600.0,2107000.0,14620.0,F1,E
Soldadores y Oxicortadores,4729,7015.85,8540.71,-1524.86,1.22,8540.71,40389017.589999996,14519.21,F1,E
"Hojalateros, Chaperos, Latoneros, Cobreros y Pintores de Metales",2206,8509.95,9716.72,-1206.77,1.14,9716.72,21435084.32,16518.42,F1,E1
Montadores de Estructuras Metálicas,782,15050.0,0.0,15050.0,0.0,15050.0,11769100.0,25585.0,E,D1
"Herreros, Balconeros, Aluminadores y Forjadores",7055,6850.87,7493.63,-642.76,1.09,7493.63,52867559.65,12739.17,F,E
"Cerrajeros, Afiladores y Pulidores de Herramientas",851,8014.27,0.0,8014.27,0.0,8014.27,6820143.7700000005,13624.26,F1,E
"Joyeros, Orfebres, Plateros y Pulidores de Metal",778,30960.0,0.0,30960.0,0.0,30960.0,24086880.0,52632.0,C,A
"Supervisores de Artesanos y Trabajadores en la Elaboración de Productos de Madera, Papel, Textiles y de Cuero y Piel",103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Carpinteros, Ebanistas y Cepilladores en la Elaboración de Productos de Madera",9804,5854.96,5113.69,741.27,0.87,5854.96,57402027.84,9953.43,F,F1
Pintores y Barnizadores de Madera,1250,11643.87,1032.0,10611.87,0.09,11643.87,14554837.500000002,19794.58,F1,E1
"Artesanos de Productos de Bejuco, Vara, Palma, Carrizo y Mimbre, Excepto Madera",3526,3468.97,5706.15,-2237.18,1.64,5706.15,20119884.9,9700.46,F,F1
Artesanos y Trabajadores en la Elaboración de Productos de Papel y Cartón,349,2079.77,7535.54,-5455.77,3.62,7535.54,2629903.46,12810.42,F,E
"Impresores, Linotipistas, Fotograbadores y Encuadernadores",904,7745.91,1963.43,5782.48,0.25,7745.91,7002302.64,13168.05,F,E
Tejedores de Fibras,1338,682.65,1148.76,-466.11,1.68,1148.76,1537040.88,1952.89,G,G
"Sastres y Modistos, Costureras y Confeccionadores de Prendas de Vestir",18436,4671.97,3641.09,1030.88,0.78,4671.97,86132438.92,7942.35,G,F
Artesanos y Confeccionadores de Productos Textiles,1099,2292.42,4933.22,-2640.8,2.15,4933.22,5421608.78,8386.47,G,F1
Bordadores y Deshiladores,20443,955.13,1102.18,-147.05,1.15,1102.18,22531865.740000002,1873.71,G,G
Patronistas de Productos Textiles,3045,5160.0,7000.0,-1840.0,1.36,7000.0,21315000.0,11900.0,F,F1
Tapiceros,205,25674.15,6694.44,18979.71,0.26,25674.15,5263200.75,43646.06,D1,B
Zapateros Artesanales,241,301.0,0.0,301.0,0.0,301.0,72541.0,511.7,G,G
"Supervisores de Artesanos y Trabajadores en la Elaboración de Productos de Hule, Caucho, Plásticos y de Sustancias Químicas",50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Trabajadores en la Elaboración y Reparación de Productos de Hule, Caucho, Plásticos y Vulcanización de Neumáticos",1466,3534.92,7593.33,-4058.41,2.15,7593.33,11131821.78,12908.66,F,E
Trabajadores en la Elaboración de Sustancias y Compuestos Químicos,569,1328.65,8391.27,-7062.62,6.32,8391.27,4774632.63,14265.16,F1,E
"Supervisores de Trabajadores en la Elaboración y Procesamiento de Alimentos, Bebidas y Productos de Tabaco",104,9881.73,0.0,9881.73,0.0,9881.73,1027699.9199999999,16798.94,F1,E1
"Trabajadores en la Elaboración de Productos de Carne, Pescado y sus Derivados",13304,6307.08,5535.51,771.57,0.88,6307.08,83909392.32,10722.04,F,F1
Trabajadores en la Elaboración de Productos Lácteos,742,4155.73,12900.0,-8744.27,3.1,12900.0,9571800.0,21930.0,E,D
"Trabajadores en la Elaboración de Pan, Tortilla, Repostería, y otros Productos de Cereales y Harinas",29117,5176.06,6073.59,-897.53,1.17,6073.59,176844720.03,10325.1,F,F1
Trabajadores en la Elaboración de Productos a Base de Frutas y Verduras,172,0.0,6000.0,-6000.0,0.0,6000.0,1032000.0,10200.0,F,F1
"Trabajadores en la Elaboración de Productos a Base de Azúcar, Chocolate, Confitería y Tabaco",4026,3972.17,4985.86,-1013.69,1.26,4985.86,20073072.36,8475.96,G,F1
Trabajadores en la Elaboración de Bebidas Alcohólicas y no Alcohólicas,4011,11516.24,4187.42,7328.82,0.36,11516.24,46191638.64,19577.61,F1,E1
Alfareros y Trabajadores Ceramistas,5475,3885.07,5232.11,-1347.04,1.35,5232.11,28645802.25,8894.59,F,F1
"Trabajadores en la Elaboración de Productos de Cemento, Cal, Yeso, Azulejo, Piedra y Ladrilleros",641,2150.0,2385.56,-235.56,1.11,2385.56,1529143.96,4055.45,G,G
"Otros Trabajadores Artesanales, no Clasificados Anteriormente",327,1657.49,0.0,1657.49,0.0,1657.49,541999.23,2817.73,G,G
Supervisores de Operadores de Maquinaria Industrial,3178,15810.03,7581.2,8228.83,0.48,15810.03,50244275.34,26877.05,E,D1
"Operadores de Máquinas y Equipos para la Captación, Bombeo y Distribución de Agua",419,1290.0,0.0,1290.0,0.0,1290.0,540510.0,2193.0,G,G
Operadores de Equipos Portátiles Especializados para la Construcción,45,6450.0,0.0,6450.0,0.0,6450.0,290250.0,10965.0,F,F1
"Operadores de Hornos Metalúrgicos, Coladores y Laminadores y Operadores de Máquinas Trefiladoras y Estiradoras de Metales",231,3842.08,19207.96,-15365.88,5.0,19207.96,4437038.76,32653.53,E1,C
"Operadores de Máquinas Pulidoras, Galvanizadoras y Recubridoras de Metal",912,10974.43,0.0,10974.43,0.0,10974.43,10008680.16,18656.53,F1,E1
"Operadores de Máquinas que Cortan, Perforan, Doblan, Troquelan, Sueldan, Etc., Piezas y Productos Metálicos",3630,8853.32,6904.04,1949.28,0.78,8853.32,32137551.599999998,15050.64,F1,E
Operadores de Máquinas para la Elaboración de Productos Químicos,595,0.0,7000.0,-7000.0,0.0,7000.0,4165000.0,11900.0,F,F1
Operadores de Máquinas para la Elaboración de Productos Farmacéuticos y Cosméticos,592,10750.0,0.0,10750.0,0.0,10750.0,6364000.0,18275.0,F1,E1
Operadores de Máquinas para la Elaboración y Ensamble de Productos de Plástico y Hule,1000,3746.16,6224.51,-2478.35,1.66,6224.51,6224510.0,10581.67,F,F1
Operadores de Máquinas para el Tratamiento de Agua,900,4175.6,7000.0,-2824.4,1.68,7000.0,6300000.0,11900.0,F,F1
Operadores de Máquinas y Equipos para la Refinación del Petróleo y Gas,538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Operadores de Máquinas para la Elaboración de Productos de Madera, Bejuco, Mimbre y Similares",38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Operadores de Máquinas en la Elaboración de Celulosa, Papel y Similares",201,26600.0,0.0,26600.0,0.0,26600.0,5346600.0,45220.0,D1,B1
Operadores de Máquinas para la Elaboración de Productos a Base de Papel y Cartón,985,12512.89,12900.0,-387.11,1.03,12900.0,12706500.0,21930.0,E,D
Operadores de Máquinas y Equipos de Hilar y Bobinar Fibras Textiles Naturales y Sintéticas,3590,3587.69,6670.92,-3083.23,1.86,6670.92,23948602.8,11340.56,F,F1
"Operadores de Máquinas para Fabricar Tejidos de Punto, Telas y Alfombras",4910,2520.1,3084.59,-564.49,1.22,3084.59,15145336.9,5243.8,G,F
"Operadores de Máquinas de Costura, Bordado y de Corte para la Confección de Productos Textiles y Prendas de Vestir",12232,5494.8,3887.31,1607.49,0.71,5494.8,67212393.60000001,9341.16,F,F1
"Operadores de Máquinas en el Tratamiento del Cuero, Piel y la Elaboración de Calzado",397,4309.35,4000.0,309.35,0.93,4309.35,1710811.9500000002,7325.9,G,F
"Operadores de Máquinas de Lavado, Blanqueo, Teñido, Estampado, Afelpado, Planchado y Acabado de Productos Textiles, Cuero, Piel y Similares",2085,5398.41,12000.0,-6601.59,2.22,12000.0,25020000.0,20400.0,E,D
"Operadores de Máquinas en la Elaboración de Alimentos, Aceites, Grasas, Sal y Especias",494,10497.21,7841.27,2655.94,0.75,10497.21,5185621.739999999,17845.26,F1,E1
Operadores de Máquinas en la Elaboración de Tabaco,46,0.0,6300.0,-6300.0,0.0,6300.0,289800.0,10710.0,F,F1
Operadores de Máquinas en la Elaboración de Bebidas Alcohólicas y no Alcohólicas,743,0.0,1575.78,-1575.78,0.0,1575.78,1170804.54,2678.83,G,G
"Operadores de Máquinas en la Elaboración de Cemento, Cal, Yeso y Productos de Cemento",445,10750.0,10426.77,323.23,0.97,10750.0,4783750.0,18275.0,F1,E1
"Operadores de Máquinas en la Elaboración de Productos de Cerámica, Mosaico, Azulejo y Similares",235,7410.64,0.0,7410.64,0.0,7410.64,1741500.4000000001,12598.09,F,E
Operadores de Máquinas e Instalaciones para la Generación de Energía,988,11435.04,14000.0,-2564.96,1.22,14000.0,13832000.0,23800.0,E,D
"Supervisores en Procesos de Ensamblado y Montaje de Maquinaria, Herramientas y Productos Metálicos y Electrónicos",779,6400.72,6450.0,-49.28,1.01,6450.0,5024550.0,10965.0,F,F1
"Ensambladores y Montadores de Herramientas, Maquinaria, Equipos y Productos Metálicos",592,7310.0,0.0,7310.0,0.0,7310.0,4327520.0,12427.0,F,E
Ensambladores y Montadores de Partes Eléctricas y Electrónicas,770,6167.99,0.0,6167.99,0.0,6167.99,4749352.3,10485.58,F,F1
Supervisores de Conductores de Transporte y de Maquinaria Móvil,1899,4201.5,661.52,3539.98,0.16,4201.5,7978648.5,7142.55,G,F
"Conductores de Camiones, Camionetas y Automóviles de Carga",27587,11353.52,8376.35,2977.17,0.74,11353.52,313209556.24,19300.98,F1,E1
"Conductores de Autobuses, Camiones, Camionetas, Taxis y Automóviles de Pasajeros",29276,8546.92,5502.01,3044.91,0.64,8546.92,250219629.92000002,14529.76,F1,E
Choferes en Casas Particulares,1726,9466.23,3156.01,6310.22,0.33,9466.23,16338712.979999999,16092.59,F1,E1
Conductores de Motocicleta,6050,3134.81,2980.72,154.09,0.95,3134.81,18965600.5,5329.18,G,F
Conductores de Maquinaria Móvil para la Construcción y Minería,1854,10955.95,9599.46,1356.49,0.88,10955.95,20312331.3,18625.12,F1,E1
"Conductores de Maquinaria Móvil para el Movimiento de Mercancías en Fábricas, Puertos, Comercios, Etcétera",5074,6442.8,6153.27,289.53,0.96,6442.8,32690767.2,10952.76,F,F1
Trabajadores de Apoyo en Actividades Agrícolas,97711,3878.34,3541.37,336.97,0.91,3878.34,378956479.74,6593.18,G,F
Trabajadores de Apoyo en Actividades Ganaderas,8791,2464.51,3686.57,-1222.06,1.5,3686.57,32408636.87,6267.17,G,F
Trabajadores de Apoyo que Realizan Actividades Agrícolas y Ganaderas,1639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Trabajadores de Apoyo en Actividades Silvícolas y Forestales,628,8600.0,1505.0,7095.0,0.17,8600.0,5400800.0,14620.0,F1,E
Recolectores de Leña y Acarreadores de Agua,1286,1306.99,100.0,1206.99,0.08,1306.99,1680789.14,2221.88,G,G
Trabajadores de Apoyo en la Extracción,538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Trabajadores de Apoyo en la Construcción,73296,5794.12,4676.7,1117.42,0.81,5794.12,424685819.52,9850.0,F,F1
Trabajadores de Apoyo en Plomería e Instalación de Tuberías,470,6882.53,5130.08,1752.45,0.75,6882.53,3234789.1,11700.3,F,F1
"Trabajadores de Apoyo en la Elaboración, Reparación y Mantenimiento Mecánico de Equipos, Maquinaria y Productos de Metal y de Precisión",17871,5180.55,4544.75,635.8,0.88,5180.55,92581609.05,8806.94,F,F1
"Trabajadores de Apoyo en la Industria Eléctrica, Electrónica y Comunicaciones",2323,6173.81,5347.29,826.52,0.87,6173.81,14341760.63,10495.48,F,F1
"Trabajadores de Apoyo en la Industria Química, Petroquímica y Plásticos",2553,4428.34,7148.39,-2720.05,1.61,7148.39,18249839.67,12152.26,F,E
"Trabajadores de Apoyo en la Industria de la Madera, Papel y Cartón",4601,4115.29,4781.87,-666.58,1.16,4781.87,22001383.87,8129.18,G,F1
Trabajadores de Apoyo en la Industria Textil y del Zapato,12322,2662.56,4481.94,-1819.38,1.68,4481.94,55226464.67999999,7619.3,G,F
"Trabajadores de Apoyo en la Industria de Alimentos, Bebidas y Productos de Tabaco",11712,2481.02,3005.57,-524.55,1.21,3005.57,35201235.84,5109.47,G,F
"Trabajadores de Apoyo en la Industria de la Cerámica, Vidrio y Similares",4685,1256.5,3579.05,-2322.55,2.85,3579.05,16767849.25,6084.38,G,F
"Trabajadores de Apoyo en la Industria, no Clasificados Anteriormente",85,11250.0,0.0,11250.0,0.0,11250.0,956250.0,19125.0,F1,E1
Ayudantes de Conductores de Transporte Terrestre con Motor,419,6450.0,6800.0,-350.0,1.05,6800.0,2849200.0,11560.0,F,F1
Cargadores,5327,3461.89,3238.29,223.6,0.94,3461.89,18441488.029999997,5885.21,G,F
Ayudantes en la Preparación de Alimentos,21812,2520.63,2607.8,-87.17,1.03,2607.8,56881333.6,4433.26,G,G
Vendedores Ambulantes de Periódicos y Lotería,964,3870.67,0.0,3870.67,0.0,3870.67,3731325.88,6580.14,G,F
Vendedores Ambulantes de Artículos Diversos (Excluyendo los de Venta de Alimentos),17777,4422.94,3919.14,503.8,0.89,4422.94,78626604.38,7519.0,G,F
Preparadores y Vendedores Ambulantes de Alimentos,19246,4581.26,2755.11,1826.15,0.6,4581.26,88170929.96000001,7788.14,G,F
"Supervisores en Limpieza, Amas de Llaves, Mayordomos y en Estacionamientos",721,2996.28,3052.49,-56.21,1.02,3052.49,2200845.29,5189.23,G,F
Trabajadores Domésticos,52259,4354.65,3671.08,683.57,0.84,4354.65,227569654.35,7402.9,G,F
Barrenderos y Trabajadores de Limpieza (Excepto en Hoteles y Restaurantes),20339,4327.71,5831.67,-1503.96,1.35,5831.67,118610336.13,9913.84,F,F1
Recamaristas y Camaristas,799,6357.1,7494.67,-1137.57,1.18,7494.67,5988241.33,12740.94,F,E
Mozos de Hotel y Restaurante,1190,3972.24,876.16,3096.08,0.22,3972.24,4726965.6,6752.81,G,F
Limpiadores de Calzado,771,7286.84,7190.66,96.18,0.99,7286.84,5618153.64,12387.63,F,E
Lavadores de Vehículos en Establecimientos,2996,4244.77,3036.46,1208.31,0.72,4244.77,12717330.920000002,7216.11,G,F
Cuidadores y Acomodadores de Autos en Estacionamientos,298,3095.13,6450.0,-3354.87,2.08,6450.0,1922100.0,10965.0,F,F1
Lavanderos en Establecimientos,607,3784.48,5146.79,-1362.31,1.36,5146.79,3124101.53,8749.54,F,F1
Planchadores y Tintoreros en Establecimientos,841,6020.0,5076.71,943.29,0.84,6020.0,5062820.0,10234.0,F,F1
Lavanderos y Planchadores Domésticos,883,7834.77,949.45,6885.32,0.12,7834.77,6918101.91,13319.11,F,E
Ayudantes de Jardineros,70,6300.0,0.0,6300.0,0.0,6300.0,441000.0,10710.0,F,F1
Recolectores de Basura y Material Reciclable,4776,1833.33,4254.29,-2420.96,2.32,4254.29,20318489.04,7232.29,G,F
"Trabajadores de Paquetería, Maleteros y Botones de Hotel",151,6079.8,70000.0,-63920.2,11.51,70000.0,10570000.0,119000.0,S,S
Empacadores de Objetos y Mercancías,832,3504.09,7150.51,-3646.42,2.04,7150.51,5949224.32,12155.87,F,E
"Trabajadores de Apoyo a la Realización de Espectáculos, Deportes y en Parques de Diversiones",3009,4044.39,0.0,4044.39,0.0,4044.39,12169569.51,6875.46,G,F
Repartidores de Mensajería (A Pie y en Bicicleta) y Mandaderos,1773,4135.81,6499.33,-2363.52,1.57,6499.33,11523312.09,11048.86,F,F1
Repartidores de Mercancías (A Pie y en Bicicleta),93,6450.0,0.0,6450.0,0.0,6450.0,599850.0,10965.0,F,F1
Lecturistas de Medidores,522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ocupaciones no Especificadas,528,5000.0,0.0,5000.0,0.0,5000.0,2640000.0,8500.0,F,F1
